"Identificador URL";"Nome";"Categorias";"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";"Preço";"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"Código de barras";"Exibir na loja";"Frete gratis";"Descrição";"Tags";"Título para SEO";"Descrição para SEO";"Marca";"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";"Sexo";"Faixa etária";"Custo"
"vaso-kalanchoe--na-juta";"Vaso Kalanchoe (Na Juta)";"Plantas e Vasos";"";"";"";"";"";"";"49.90";"";"";"";"";"";"";"4604";"";"SIM";"NÃO";"Kalanchoe ou Flor da Fortuna é uma planta que está diretamente ligada à felicidade e prosperidade. È muito comum encontra-la em diversas cores como, amarela, branca, vermelha, laranja entre outras Entregar a kalanchoe a um amigo especial é afirmar que deseja toda a felicidade do mundo para ele. Essa planta é uma ótima opção para você que não tem muito tempo para se dedicar ao cultivo. Muito resistente às variações climáticas, a flor da fortuna se adapta perfeitamente aos ambientes internos, dentro de casa. Lindo vaso de Kalanche embalado de forma rústica para presente. Dimensões Aproximadas: pode atingir entre 20/25cm A Gostou? Ent&atilde;o confira outros modelos de Kalanchoe .";"floricultura, plantas e vasos";"Vaso Kalanchoe (Na Juta)";"Kalanchoe ou Flor da Fortuna é uma planta que está diretamente ligada à felicidade e prosperidade. È muito comum encontra-la em diversas cores como, amarela, br";"Praça Das Flores";"SIM";"";"";"";""
"vaso-plantado-de-kalanchoe";"Vaso Plantado de Kalanchoe";"Plantas e Vasos";"";"";"";"";"";"";"49.90";"";"";"";"";"";"";"3173";"";"SIM";"NÃO";"Delicado vaso de Kalachoê plantado. Embalado em cachepô com o laço de ráfia, Ideal para alegrar o dia daquelas pessoas que muito admiramos... A cor da planta poderá sofrer variação de acordo com a disponibilidade em estoque. Gostou? Então confira outros modelos de Arranjos Florais e surpreenda com um presente belíssimo.";"floricultura, plantas e vasos";"Vaso Plantado de Kalanchoe";"Delicado vaso de Kalachoê plantado. Embalado em cachepô com o laço de ráfia, Ideal para alegrar o dia daquelas pessoas que muito admiramos... A cor da planta po";"Praça Das Flores";"SIM";"";"";"";""
"violeta-mais-que-especial";"Violeta Mais que Especial";"Plantas e Vasos";"";"";"";"";"";"";"59.90";"";"";"";"";"";"";"5211";"";"SIM";"NÃO";"Um presente delicado, cheio de carinho e significado Vaso de Violeta natural, embalado para presente e acompanhado de um cartão com a mensagem ""Você é uma pessoa mais que especial"" Ideal para emocionar em qualquer ocasião: aniversários, amizade, agradecimentos ou para demonstrar cuidado e afeto. Como Cuidar: Luz indireta, ambiente bem iluminado Regar 1 a 2 vezes por semana, sem encharcar Evite molhar as folhas Prefira locais arejados, sem sol direto AVISO IMPORTANTE! A cor da violeta pode variar de acordo com a disponibilidade em estoque e a época do ano. Por se tratar de um produto natural, as imagens são meramente ilustrativas. Gostou? Então confira outros modelos de Violetas .";"floricultura, plantas e vasos";"Violeta Mais que Especial";"Um presente delicado, cheio de carinho e significado Vaso de Violeta natural, embalado para presente e acompanhado de um cartão com a mensagem ""Você é uma pesso";"Praça Das Flores";"SIM";"";"";"";""
"violeta-na-juta-rustica";"Violeta na Juta Rústica";"Plantas e Vasos";"";"";"";"";"";"";"45.90";"";"";"";"";"";"";"4425";"";"SIM";"NÃO";"Floricultura Praça Das Flores: Vaso de Violeta embalado na Juta Rustica A cor da flor da violeta poderá variar de acordo com a época e a disponibilidade em estoque. Ideal para alegrar ambientes e o dia de quem a recebe. Gostou? Ent&atilde;o confira outros modelos de Violetas .";"floricultura, plantas e vasos";"Violeta na Juta Rústica";"Floricultura Praça Das Flores: Vaso de Violeta embalado na Juta Rustica A cor da flor da violeta poderá variar de acordo com a época e a disponibilidade em esto";"Praça Das Flores";"SIM";"";"";"";""
"amor-em-dobro-duas-rosas-colombianas";"Amor em Dobro Duas Rosas Colombianas";"Rosas e Arranjos";"";"";"";"";"";"";"119.99";"";"";"";"";"";"";"5408";"";"SIM";"NÃO";"Arranjo floral contendo duas Rosas Colombianas Duas Rosas em um só sentimento! Acompanha Cartão de Mensagem Para nós todo amor do mundo !!! Balão de Coração";"floricultura, rosas e arranjos";"Amor em Dobro Duas Rosas Colombianas";"Arranjo floral contendo duas Rosas Colombianas Duas Rosas em um só sentimento! Acompanha Cartão de Mensagem Para nós todo amor do mundo !!! Balão de Coração";"Praça Das Flores";"SIM";"";"";"";""
"aniversario-rosa-colombiana";"Aniversário Rosa Colombiana";"Rosas e Arranjos";"";"";"";"";"";"";"64.90";"";"";"";"";"";"";"4617";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Plaquinha Feliz Aniversário. Para qualquer tipo de ocasião, surpreenda, emocione !!! Este é o presente ideal. Gostou? Então confira outros modelos na nossa Coleção Aniversário .";"floricultura, rosas e arranjos";"Aniversário Rosa Colombiana";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Plaqu";"Praça Das Flores";"SIM";"";"";"";""
"arranjo-de-colombiana";"Arranjo de Colombiana";"Rosas e Arranjos";"";"";"";"";"";"";"99.90";"";"";"";"";"";"";"4043";"";"SIM";"NÃO";"As rosas vermelhas são conhecidas em todo o mundo por serem perfeitas para representar o amor verdadeiro e muito carinho, sendo a flor preferida pela maioria das pessoas. Para tornar inesquecíveis, a Praça Das Flores tem o arranjo com três Rosas Colombianas Vermelhas. Excelente opção de presente para qualquer ocasião. Dimensão Aproximada - Largura:25cm x Altura:30cm Gostou? Então confira outros modelos de Arranjos Florais e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Arranjo de Colombiana";"As rosas vermelhas são conhecidas em todo o mundo por serem perfeitas para representar o amor verdadeiro e muito carinho, sendo a flor preferida pela maioria da";"Praça Das Flores";"SIM";"";"";"";""
"arranjo-floral-10-rosas-brancas";"Arranjo Floral 10 Rosas Brancas";"Rosas e Arranjos";"";"";"";"";"";"";"139.90";"";"";"";"";"";"";"3843";"";"SIM";"NÃO";"Além de ser perfeito para expressar carinho, afeito e respeito por aquela pessoa especial, o arranjo de rosas brancas é uma ótima sugestão para decorar o ambiente e deixá-lo muito mais bonito e sofisticado. Em embalagem exclusiva Praça Das Flores este arranjo floral é composto por 10 rosas brancas e Gypsofila Parabéns pela excelente escolha ! Gostou? Então confira outros modelos de Arranjos de Flores .";"floricultura, rosas e arranjos";"Arranjo Floral 10 Rosas Brancas";"Além de ser perfeito para expressar carinho, afeito e respeito por aquela pessoa especial, o arranjo de rosas brancas é uma ótima sugestão para decorar o ambien";"Praça Das Flores";"SIM";"";"";"";""
"arranjo-floral-com-astromelias-e-rosas";"Arranjo Floral com Astromélias e Rosas";"Rosas e Arranjos";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"3168";"";"SIM";"NÃO";"Arranjo em cachepô de vidro com astromélias colorida e rosas amarelas. Alegre e ideal para presentear sempre! Dimensões: 25 cm Altura x 20 cm Largura. FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então confira outros modelos de Arranjos Florais e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Arranjo Floral com Astromélias e Rosas";"Arranjo em cachepô de vidro com astromélias colorida e rosas amarelas. Alegre e ideal para presentear sempre! Dimensões: 25 cm Altura x 20 cm Largura. FOTO SOME";"Praça Das Flores";"SIM";"";"";"";""
"arranjo-floral-rosa-colombiana";"Arranjo Floral Rosa Colombiana";"Rosas e Arranjos";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"4714";"";"SIM";"NÃO";"As Rosas Vermelhas representam o amor profundo, sendo associadas com a perfeição e a beleza. Presentear com Rosas Vermelhas é uma forma consagrada pelo tempo de dizer ""eu te amo"". Lindo Arranjo Floral no cachepô com duas rosas colombianas vermelhas, gypsofila e folhagem verde Embalagem para presente com delicado laço de fita Ideal para presentear em qualquer ocasião. Dimensões Aproximadas 20 / 25cm A Gostou? Então confira outros modelos de Arranjos de Flores .";"floricultura, rosas e arranjos";"Arranjo Floral Rosa Colombiana";"As Rosas Vermelhas representam o amor profundo, sendo associadas com a perfeição e a beleza. Presentear com Rosas Vermelhas é uma forma consagrada pelo tempo de";"Praça Das Flores";"SIM";"";"";"";""
"arranjo-rustico-6-colombianas";"Arranjo Rústico 6 Colombianas";"Rosas e Arranjos";"";"";"";"";"";"";"174.90";"";"";"";"";"";"";"3262";"";"SIM";"NÃO";"Arranjo com seis rosas colombianas importadas, embaladas em juta e laço de fita vermelho. Gostou? Então confira outros modelos de Arranjos de Flores e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Arranjo Rústico 6 Colombianas";"Arranjo com seis rosas colombianas importadas, embaladas em juta e laço de fita vermelho. Gostou? Então confira outros modelos de Arranjos de Flores e surpreend";"Praça Das Flores";"SIM";"";"";"";""
"astromelia-e-rosas-no-vaso-de-vidro";"Astromélia e Rosas no Vaso de Vidro";"Rosas e Arranjos";"";"";"";"";"";"";"249.90";"";"";"";"";"";"";"4302";"";"SIM";"NÃO";"Se você busca reforçar os laços de amizade e desejar felicidade plena para aquela pessoa querida, o presente ideal é o arranjo com LUXUOSAS ASTROMÉLIAS E ROSAS NO VASO criado pela Praça Das Flores. È uma incrível sugestão de presente para quem está decorando a nova casa, pois deixam qualquer ambiente muito mais alegre. Presenteie aquela pessoa querida com nosso arranjo de flores, com certeza ela vai adorar Lindo buquê montado no vaso de vidro com astromélias cor de rosas e oito rosas cor de rosa Dimensões aproximadas Largura:33cm x Altura:43cm";"floricultura, rosas e arranjos";"Astromélia e Rosas no Vaso de Vidro";"Se você busca reforçar os laços de amizade e desejar felicidade plena para aquela pessoa querida, o presente ideal é o arranjo com LUXUOSAS ASTROMÉLIAS E ROSAS ";"Praça Das Flores";"SIM";"";"";"";""
"birthday--rosa-colombiana---balao";"Birthday (Rosa Colombiana + Balão)";"Rosas e Arranjos";"";"";"";"";"";"";"69.90";"";"";"";"";"";"";"5260";"";"SIM";"NÃO";"Surpreenda com um presente pequeno no tamanho, mas gigante no carinho! Birthday é composta por 1 Rosa Colombiana vermelha, finamente embalada em celofane transparente e finalizada com laço de fita. Para completar, acompanha balão metalizado ""Happy Birthday"", criando um kit perfeito para celebrar. Presente ideal para aniversários Rosa unitária (tamanho pequeno) Embalagem delicada, pronta para presentear Uma lembrança especial para alegrar o dia de quem você ama!";"floricultura, rosas e arranjos";"Birthday (Rosa Colombiana + Balão)";"Surpreenda com um presente pequeno no tamanho, mas gigante no carinho! Birthday é composta por 1 Rosa Colombiana vermelha, finamente embalada em celofane transp";"Praça Das Flores";"SIM";"";"";"";""
"box-com-rosa-solitaria-e-bombons-ferrero-rocher-branca";"Box com Rosa Solitária e Bombons Ferrero Rocher Branca";"Rosas e Arranjos";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"5311";"";"SIM";"NÃO";"Delicadeza que encanta Rosa premium + Ferrero Rocher em uma caixa elegante. Um presente simples, sofisticado e inesquecível. . 33 cm de altura por 8,5 cm largura";"floricultura, rosas e arranjos";"Box com Rosa Solitária e Bombons Ferrero Rocher Branca";"Delicadeza que encanta Rosa premium + Ferrero Rocher em uma caixa elegante. Um presente simples, sofisticado e inesquecível. . 33 cm de altura por 8,5 cm largur";"Praça Das Flores";"SIM";"";"";"";""
"box-com-rosa-solitaria-e-bombons-ferrero-rocher-rosa";"Box com Rosa Solitária e Bombons Ferrero Rocher Rosa";"Rosas e Arranjos";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"5313";"";"SIM";"NÃO";"Delicadeza que encanta Rosa premium + Ferrero Rocher em uma caixa elegante. Um presente simples, sofisticado e inesquecível. . 33 cm de altura por 8,5 cm largura";"floricultura, rosas e arranjos";"Box com Rosa Solitária e Bombons Ferrero Rocher Rosa";"Delicadeza que encanta Rosa premium + Ferrero Rocher em uma caixa elegante. Um presente simples, sofisticado e inesquecível. . 33 cm de altura por 8,5 cm largur";"Praça Das Flores";"SIM";"";"";"";""
"box-com-rosa-solitaria-e-bombons-ferrero-rocher-vermelho";"Box com Rosa Solitária e Bombons Ferrero Rocher Vermelho";"Rosas e Arranjos";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"5314";"";"SIM";"NÃO";"Delicadeza que encanta Rosa premium + Ferrero Rocher em uma caixa elegante. Um presente simples, sofisticado e inesquecível. . 33 cm de altura por 8,5 cm largura";"floricultura, rosas e arranjos";"Box com Rosa Solitária e Bombons Ferrero Rocher Vermelho";"Delicadeza que encanta Rosa premium + Ferrero Rocher em uma caixa elegante. Um presente simples, sofisticado e inesquecível. . 33 cm de altura por 8,5 cm largur";"Praça Das Flores";"SIM";"";"";"";""
"box-love-com-carinho-rosa-nacional-ferrero-balao-e-pelucia";"Box Love Com Carinho Rosa Nacional Ferrero Balão e Pelúcia";"Rosas e Arranjos";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"5025";"";"SIM";"NÃO";"Dar um presente como forma de carinho é um gesto que transmite afeto, demonstra atenção e fortalece laços emocionais. É uma maneira de expressar sentimentos como amor, gratidão, admiração e respeito. Presentear pode criar memórias duradouras e fortalecer a conexão entre as pessoas. Este é o Kit ideal para presentear aqueles que queremos bem... Lindo cachepô rígido decorado contendo : Um urso de pelúcia super fofinho 20 cm A Uma caixa de ferrero rocher com 8 unidades Um balão metalizado formato coração Um botão de Rosa O modelo da caixa pode variar de acordo com a disponibilidade em estoque.";"floricultura, rosas e arranjos";"Box Love Com Carinho Rosa Nacional Ferrero Balão e Pelúcia";"Dar um presente como forma de carinho é um gesto que transmite afeto, demonstra atenção e fortalece laços emocionais. É uma maneira de expressar sentimentos com";"Praça Das Flores";"SIM";"";"";"";""
"caixa-box-premium--12-colombianas";"Caixa Box Premium 12 Colombianas";"Rosas e Arranjos";"";"";"";"";"";"";"449.90";"";"";"";"";"";"";"5407";"";"SIM";"NÃO";"Coleção especial Praça Das Flores contendo 12 rosas vermelhas colombianas. Muito amor envolvido nesta magnífica recordação. Dimensões Aproximadas 28 de altura por 20 de largura Caixa Box rígida A cor da caixa poderá variar de acordo com a disponibilidade em estoque.";"floricultura, rosas e arranjos";"Caixa Box Premium 12 Colombianas";"Coleção especial Praça Das Flores contendo 12 rosas vermelhas colombianas. Muito amor envolvido nesta magnífica recordação. Dimensões Aproximadas 28 de altura p";"Praça Das Flores";"SIM";"";"";"";""
"caixa-box-rosa-e-ferrero-roche";"Caixa Box Rosa e Ferrero Roche";"Rosas e Arranjos";"";"";"";"";"";"";"154.90";"";"";"";"";"";"";"4649";"";"SIM";"NÃO";"Coleção Especial - Delicado e muito sofisticado arranjo floral de rosas brancas acompanhado de 6 bombons Ferrero Roche. Embalagem exclusiva para presente Ideal para presentear em qualquer ocasião. Dimensões Aproximadas 28 de altura por 20 de largura";"floricultura, rosas e arranjos";"Caixa Box Rosa e Ferrero Roche";"Coleção Especial - Delicado e muito sofisticado arranjo floral de rosas brancas acompanhado de 6 bombons Ferrero Roche. Embalagem exclusiva para presente Ideal ";"Praça Das Flores";"SIM";"";"";"";""
"caixa-madeira-luxo-arranjo-floral-3-rosas-e-astromelia";"Caixa Madeira Luxo Arranjo Floral 3 Rosas e Astromélia";"Rosas e Arranjos";"";"";"";"";"";"";"229.90";"";"";"";"";"";"";"4917";"";"SIM";"NÃO";"Linda caixa decorada e finamente embalada contendo: Pelúcia fofinha 20cm Arranjo floral com três rosas nacionais Caixa de ferrero roche quatro unidades A tonalidade do urso pode variar de acordo com a disponibilidade do estoque. Dimensões aproximadas 35/40cm A x 30/35cmL Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, rosas e arranjos";"Caixa Madeira Luxo Arranjo Floral 3 Rosas e Astromélia";"Linda caixa decorada e finamente embalada contendo: Pelúcia fofinha 20cm Arranjo floral com três rosas nacionais Caixa de ferrero roche quatro unidades A tonali";"Praça Das Flores";"SIM";"";"";"";""
"chocolate-com-rosas-coloridas";"Chocolate com Rosas Coloridas";"Rosas e Arranjos";"";"";"";"";"";"";"169.80";"";"";"";"";"";"";"2683";"";"SIM";"NÃO";"Delicado arranjo com 06 rosas coloridas acompanhado de uma caixa de Ferrero Rocher com 12 unidades. Rosas com chocolate, uma combinação perfeita para presentear em qualquer tipo de ocasião! Gostou? Então confira outros modelos de Flores e Chocolates e surpreenda com um presente delicioso e belíssimo.";"floricultura, rosas e arranjos";"Chocolate com Rosas Coloridas";"Delicado arranjo com 06 rosas coloridas acompanhado de uma caixa de Ferrero Rocher com 12 unidades. Rosas com chocolate, uma combinação perfeita para presentear";"Praça Das Flores";"SIM";"";"";"";""
"colecao-exclusiva-10-rosas-cor-de-rosa";"Coleção Exclusiva 10 Rosas Cor de Rosa";"Rosas e Arranjos";"";"";"";"";"";"";"179.90";"";"";"";"";"";"";"3914";"";"SIM";"NÃO";"Coleção especial Praça Das Flores contendo 10 rosas cor de rosa. Muito amor envolvido nesta magnífica recordação. Dimensões Aproximadas 28 de altura por 20 de largura Embalagem exclusiva Praça Das Flores. Gostou? Então confira outros modelos de Buquê de Flores .";"floricultura, rosas e arranjos";"Coleção Exclusiva 10 Rosas Cor de Rosa";"Coleção especial Praça Das Flores contendo 10 rosas cor de rosa. Muito amor envolvido nesta magnífica recordação. Dimensões Aproximadas 28 de altura por 20 de l";"Praça Das Flores";"SIM";"";"";"";""
"colombiana-e-vinho";"Colombiana e Vinho";"Rosas e Arranjos";"";"";"";"";"";"";"199.90";"";"";"";"";"";"";"3137";"";"SIM";"NÃO";"Arranjo com três rosas colombianas em cachepô de madeira acompanhado de garrafa de vinho 750 ml Concha Y Toro. Gostou? Então confira outros modelos de Flores e Vinhos e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Colombiana e Vinho";"Arranjo com três rosas colombianas em cachepô de madeira acompanhado de garrafa de vinho 750 ml Concha Y Toro. Gostou? Então confira outros modelos de Flores e ";"Praça Das Flores";"SIM";"";"";"";""
"coracao-de-rosas-colombianas";"Coração de Rosas Colombianas";"Rosas e Arranjos";"";"";"";"";"";"";"449.90";"";"";"";"";"";"";"5402";"";"SIM";"NÃO";"Surpreenda quem você ama com um presente que une paixão e elegância. Nossa exclusiva Caixa Coração com Rosas Colombianas é a escolha perfeita para transformar um momento especial em uma lembrança inesquecível. Faça sua encomenda agora e receba hoje mesmo! Contendo 15 rosas colombianas Praça Das Flores - Transformando sentimentos em flores há 50 anos.";"floricultura, rosas e arranjos";"Coração de Rosas Colombianas";"Surpreenda quem você ama com um presente que une paixão e elegância. Nossa exclusiva Caixa Coração com Rosas Colombianas é a escolha perfeita para transformar u";"Praça Das Flores";"SIM";"";"";"";""
"doce-carinho-com-rosas";"Doce Carinho com Rosas";"Rosas e Arranjos";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"3383";"";"SIM";"NÃO";"Arranjo floral com três rosas colombianas e chocolate Ferrero Roche com 12 unidades. Embalagem para presente exclusiva Praça Das Flores Gostou? Então confira mais modelos de Buquês de Rosas Colombianas . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, rosas e arranjos";"Doce Carinho com Rosas";"Arranjo floral com três rosas colombianas e chocolate Ferrero Roche com 12 unidades. Embalagem para presente exclusiva Praça Das Flores Gostou? Então confira ma";"Praça Das Flores";"SIM";"";"";"";""
"dueto-de-colombiana-com-chandon";"Dueto de Colombiana com Chandon";"Rosas e Arranjos";"";"";"";"";"";"";"124.90";"";"";"";"";"";"";"3221";"";"SIM";"NÃO";"Dueto de rosa colombiana com garrafa de Chandon Baby. Presente elegante, fino e diferenciado. Para impressionar sempre ! Gostou? Então confira outros modelos de Presentes com Vinhos e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Dueto de Colombiana com Chandon";"Dueto de rosa colombiana com garrafa de Chandon Baby. Presente elegante, fino e diferenciado. Para impressionar sempre ! Gostou? Então confira outros modelos de";"Praça Das Flores";"SIM";"";"";"";""
"dueto-de-rosa-colombiana-com-ferrero";"Dueto de Rosa Colombiana com Ferrero";"Rosas e Arranjos";"";"";"";"";"";"";"99.99";"";"";"";"";"";"";"5335";"";"SIM";"NÃO";"Pequeno no tamanho....gigante no carinho. Este é um kit perfeito para surpreender de forma delicada e inesquecível. Duas Rosas Colombianas cheia de significado com ferrero rocher ( 4 unidades) irresistível acompanha cartão para deixar tudo ainda mais especial Um presente lindo, acessível e cheio de carinho.... Otima opção para surpresas, gesto de carinho e pequenas lembranças. Poucas unidades disponíveis, peça agora!!!";"floricultura, rosas e arranjos";"Dueto de Rosa Colombiana com Ferrero";"Pequeno no tamanho....gigante no carinho. Este é um kit perfeito para surpreender de forma delicada e inesquecível. Duas Rosas Colombianas cheia de significado ";"Praça Das Flores";"SIM";"";"";"";""
"encanto-de-rosa-e-chocolate";"Encanto de Rosa e Chocolate";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"5333";"";"SIM";"NÃO";"Um presente que fala por você... O Encanto de Rosas com Chocolate é a combinação perfeita para surpreender: rosa vermelha colombiana na caixa de vidro, cheia de significado, com o toque irresistível do Ferrero Rocher. Delicado, elegante e impossível de não se apaixonar... Ideal para presentear quem é mais que especial. Peça com antecedência - unidades limitadas!";"floricultura, rosas e arranjos";"Encanto de Rosa e Chocolate";"Um presente que fala por você... O Encanto de Rosas com Chocolate é a combinação perfeita para surpreender: rosa vermelha colombiana na caixa de vidro, cheia de";"Praça Das Flores";"SIM";"";"";"";""
"kit-chocolate-e-balao-amor-e-rosa-colombiana";"Kit Chocolate e Balão Amor e Rosa Colombiana";"Rosas e Arranjos";"";"";"";"";"";"";"164.90";"";"";"";"";"";"";"3638";"";"SIM";"NÃO";"Presentear com chocolate agrada a homens e mulheres de qualquer idade, pois representa uma forma de demonstrar amor e carinho a pessoa querida. Uma surpresa que alegra e adoça o dia daqueles que queremos tão bem..... Cesta de vime Balão Metralizado Decorada com arranjo de rosas colombianas Três barras variadas de chocolate (90g) OS SABORES DAS BARRAS DE CHOCOLATE PODERÃO VARIAR DE ACORDO COM A DISPONIBILIDADE EM ESTOQUE ( sempre respeitando a gramatura e a qualidade igual ou superior ) Gostou? Então confira outros modelos de Flores e Chocolate .";"floricultura, rosas e arranjos";"Kit Chocolate e Balão Amor e Rosa Colombiana";"Presentear com chocolate agrada a homens e mulheres de qualquer idade, pois representa uma forma de demonstrar amor e carinho a pessoa querida. Uma surpresa que";"Praça Das Flores";"SIM";"";"";"";""
"kit-eu-te-amo-rosa-colombiana-para-presente-com-pelucia";"Kit Eu Te Amo Rosa Colombiana para presente com Pelúcia";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"3545";"";"SIM";"NÃO";"Rosa Colombiana embalada para presente, acompanhada de urso de pelúcia e cartão personalizado Te Amo. Embalagem personalizada Praça Das Flores. Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, rosas e arranjos";"Kit Eu Te Amo Rosa Colombiana para presente com Pelúcia";"Rosa Colombiana embalada para presente, acompanhada de urso de pelúcia e cartão personalizado Te Amo. Embalagem personalizada Praça Das Flores. Confira outros m";"Praça Das Flores";"SIM";"";"";"";""
"luxo-em-rosas-com-chocolate";"Luxo em Rosas com Chocolate";"Rosas e Arranjos";"";"";"";"";"";"";"349.90";"";"";"";"";"";"";"5404";"";"SIM";"NÃO";"O amor está nos detalhes  e nas flores também! Surpreenda quem você ama com um presente inesquecível. Na Praça Das Flores você encontra buquês, cestas, chocolates, pelúcias e muito mais para tornar cada momento especial. Qualidade, carinho e tradição há mais de 50 anos. 7 Rosas colombianas Ferrero de 4 unidades";"floricultura, rosas e arranjos";"Luxo em Rosas com Chocolate";"O amor está nos detalhes  e nas flores também! Surpreenda quem você ama com um presente inesquecível. Na Praça Das Flores você encontra buquês, cestas, chocolat";"Praça Das Flores";"SIM";"";"";"";""
"mega-promo-pelucia-com-rosa-colombiana";"MEGA PROMO-Pelúcia com Rosa Colombiana";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"3424";"";"SIM";"NÃO";"Lindo vaso de vidro com rosa colombiana Acompanhada de um lindo urso de pelúcia Ideal para presentear todos aqueles que amamos Gostou? Então confira outros modelos de Pelúcias e Flores . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, rosas e arranjos";"MEGA PROMO-Pelúcia com Rosa Colombiana";"Lindo vaso de vidro com rosa colombiana Acompanhada de um lindo urso de pelúcia Ideal para presentear todos aqueles que amamos Gostou? Então confira outros mode";"Praça Das Flores";"SIM";"";"";"";""
"petalas-de-rosas";"Pétalas de Rosas";"Rosas e Arranjos";"";"";"";"";"";"";"30.00";"";"";"";"";"";"";"2642";"";"SIM";"NÃO";"Um saco de Pétalas de Rosas Vermelhas. Pétalas de rosas naturais de alta classificação, selecionadas manualmente para garantir integridade e coloração vibrante. Ideais para decoração de eventos e caminhos românticos. Gostou? Então confira outros modelos de Pétalas e Botões de Rosa e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Pétalas de Rosas";"Um saco de Pétalas de Rosas Vermelhas. Pétalas de rosas naturais de alta classificação, selecionadas manualmente para garantir integridade e coloração vibrante.";"Praça Das Flores";"SIM";"";"";"";""
"promocao-rosas-e-chocolates";"PROMOCÃO Rosas e Chocolates";"Rosas e Arranjos";"";"";"";"";"";"";"159.90";"";"";"";"";"";"";"3631";"";"SIM";"NÃO";"Presentear com chocolate agrada a homens e mulheres de qualquer idade, pois representa uma forma de demonstrar amor e carinho a pessoa querida. Uma surpresa que alegra e adoça o dia daqueles que queremos tão bem..... Cesta de vime Decorada com arranjo de rosas colombianas Três barras variadas de chocolate (90g). OS SABORES DAS BARRAS DE CHOCOLATE PODERÃO VARIAR DE ACORDO COM A DISPONIBILIDADE EM ESTOQUE ( sempre respeitando a gramatura e a qualidade igual ou superior ).";"floricultura, rosas e arranjos";"PROMOCÃO Rosas e Chocolates";"Presentear com chocolate agrada a homens e mulheres de qualquer idade, pois representa uma forma de demonstrar amor e carinho a pessoa querida. Uma surpresa que";"Praça Das Flores";"SIM";"";"";"";""
"quarteto-de-colombianas-na-tela";"Quarteto de Colombianas na Tela";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"3229";"";"SIM";"NÃO";"Luxuosa embalagem aramada em tela Com buquê de quatro colombianas Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Quarteto de Colombianas na Tela";"Luxuosa embalagem aramada em tela Com buquê de quatro colombianas Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presen";"Praça Das Flores";"SIM";"";"";"";""
"quarteto-de-colombianas-na-tela-e-chandon";"Quarteto de Colombianas na Tela e Chandon";"Rosas e Arranjos";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"3228";"";"SIM";"NÃO";"Lindo buquê na tela aramada com 4 rosas colombianas Acompanhado de Mini Chandon Baby Presente Fino Elegante e Surpreendente Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Quarteto de Colombianas na Tela e Chandon";"Lindo buquê na tela aramada com 4 rosas colombianas Acompanhado de Mini Chandon Baby Presente Fino Elegante e Surpreendente Gostou? Então confira outros modelos";"Praça Das Flores";"SIM";"";"";"";""
